Child	Parent	Child_label	Parent_label
http://purl.obolibrary.org/obo/FOODON_03311737	http://purl.obolibrary.org/obo/FOODON_00001002	processed food product	foodon product type
http://purl.obolibrary.org/obo/FOODON_00002373	http://purl.obolibrary.org/obo/FOODON_00001002	food product by meal type	foodon product type
http://purl.obolibrary.org/obo/FOODON_00002501	http://purl.obolibrary.org/obo/FOODON_00001002	multi-component food	foodon product type
http://purl.obolibrary.org/obo/FOODON_03530151	http://purl.obolibrary.org/obo/FOODON_00001002	biotechnologically derived food	foodon product type
http://purl.obolibrary.org/obo/FOODON_00002147	http://purl.obolibrary.org/obo/FOODON_00001002	food product by consumer group	foodon product type
http://purl.obolibrary.org/obo/FOODON_00003194	http://purl.obolibrary.org/obo/FOODON_00001002	vegetarian food product	foodon product type
http://purl.obolibrary.org/obo/FOODON_00001871	http://purl.obolibrary.org/obo/FOODON_00001002	food product analog	foodon product type
http://purl.obolibrary.org/obo/FOODON_00002645	http://purl.obolibrary.org/obo/FOODON_00001002	food product by process	foodon product type
http://purl.obolibrary.org/obo/FOODON_00002454	http://purl.obolibrary.org/obo/FOODON_00001002	food product by quality	foodon product type
http://purl.obolibrary.org/obo/FOODON_00002169	http://purl.obolibrary.org/obo/FOODON_00001002	foodon product type template	foodon product type
http://purl.obolibrary.org/obo/FOODON_00001180	http://purl.obolibrary.org/obo/FOODON_00001002	prepared food product	foodon product type
http://purl.obolibrary.org/obo/FOODON_00001714	http://purl.obolibrary.org/obo/FOODON_00001002	food component	foodon product type
http://purl.obolibrary.org/obo/FOODON_00002381	http://purl.obolibrary.org/obo/FOODON_00001002	food product by organism	foodon product type
http://purl.obolibrary.org/obo/FOODON_00001796	http://purl.obolibrary.org/obo/FOODON_00001002	cultural food product	foodon product type
http://purl.obolibrary.org/obo/FOODON_00001010	http://purl.obolibrary.org/obo/FOODON_03311737	processed meat food product	processed food product
http://purl.obolibrary.org/obo/FOODON_00002196	http://purl.obolibrary.org/obo/FOODON_03311737	refined or partially-refined food product	processed food product
http://purl.obolibrary.org/obo/FOODON_00001229	http://purl.obolibrary.org/obo/FOODON_03311737	processed cheese food product	processed food product
http://purl.obolibrary.org/obo/FOODON_00001809	http://purl.obolibrary.org/obo/FOODON_03311737	dietary or therapeutic formulation food product	processed food product
http://purl.obolibrary.org/obo/FOODON_03303220	http://purl.obolibrary.org/obo/FOODON_00002373	dessert food	food product by meal type
http://purl.obolibrary.org/obo/FOODON_00002429	http://purl.obolibrary.org/obo/FOODON_00002373	convenience food	food product by meal type
http://purl.obolibrary.org/obo/FOODON_00002651	http://purl.obolibrary.org/obo/FOODON_00002373	dinner food	food product by meal type
http://purl.obolibrary.org/obo/FOODON_00002652	http://purl.obolibrary.org/obo/FOODON_00002373	lunch food	food product by meal type
http://purl.obolibrary.org/obo/FOODON_03305516	http://purl.obolibrary.org/obo/FOODON_00002373	hors d'oeuvre	food product by meal type
http://purl.obolibrary.org/obo/FOODON_03315013	http://purl.obolibrary.org/obo/FOODON_00002373	snack food	food product by meal type
http://purl.obolibrary.org/obo/FOODON_03301977	http://purl.obolibrary.org/obo/FOODON_00002373	beverage food product	food product by meal type
http://purl.obolibrary.org/obo/FOODON_00002386	http://purl.obolibrary.org/obo/FOODON_00002373	breakfast food	food product by meal type
http://purl.obolibrary.org/obo/FOODON_00003278	http://purl.obolibrary.org/obo/FOODON_00002501	raclette (dish)	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003290	http://purl.obolibrary.org/obo/FOODON_00002501	multi-component fruit product	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003190	http://purl.obolibrary.org/obo/FOODON_00002501	adobo	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003052	http://purl.obolibrary.org/obo/FOODON_00002501	pupusa (dish)	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003288	http://purl.obolibrary.org/obo/FOODON_00002501	multi-component meat product	multi-component food
http://purl.obolibrary.org/obo/FOODON_03304599	http://purl.obolibrary.org/obo/FOODON_00002501	soy and corn bread mix	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002839	http://purl.obolibrary.org/obo/FOODON_00002501	akutaq	multi-component food
http://purl.obolibrary.org/obo/FOODON_03311761	http://purl.obolibrary.org/obo/FOODON_00002501	hazelnut chocolate spread	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003192	http://purl.obolibrary.org/obo/FOODON_00002501	hushpuppy	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002828	http://purl.obolibrary.org/obo/FOODON_00002501	multi-component pasta product	multi-component food
http://purl.obolibrary.org/obo/FOODON_03316579	http://purl.obolibrary.org/obo/FOODON_00002501	multi-component vegetable product	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002849	http://purl.obolibrary.org/obo/FOODON_00002501	fried rice	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003285	http://purl.obolibrary.org/obo/FOODON_00002501	multi-component seafood product	multi-component food
http://purl.obolibrary.org/obo/FOODON_03306251	http://purl.obolibrary.org/obo/FOODON_00002501	maple spread	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002931	http://purl.obolibrary.org/obo/FOODON_00002501	halva	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002975	http://purl.obolibrary.org/obo/FOODON_00002501	thalipeeth	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002941	http://purl.obolibrary.org/obo/FOODON_00002501	flatbread wrap	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002428	http://purl.obolibrary.org/obo/FOODON_00002501	multi-component bean product	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002257	http://purl.obolibrary.org/obo/FOODON_00002501	soup food product	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003245	http://purl.obolibrary.org/obo/FOODON_00002501	quenelle	multi-component food
http://purl.obolibrary.org/obo/FOODON_03303591	http://purl.obolibrary.org/obo/FOODON_00002501	chocolate-coated banana (frozen)	multi-component food
http://purl.obolibrary.org/obo/FOODON_03304881	http://purl.obolibrary.org/obo/FOODON_00002501	cardamom seed (candy-coated)	multi-component food
http://purl.obolibrary.org/obo/FOODON_03306530	http://purl.obolibrary.org/obo/FOODON_00002501	mushroom with seafood (canned)	multi-component food
http://purl.obolibrary.org/obo/FOODON_03304758	http://purl.obolibrary.org/obo/FOODON_00002501	tamale	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002450	http://purl.obolibrary.org/obo/FOODON_00002501	multi-component honey product	multi-component food
http://purl.obolibrary.org/obo/FOODON_00002880	http://purl.obolibrary.org/obo/FOODON_00002501	scrapple	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003241	http://purl.obolibrary.org/obo/FOODON_00002501	tajine	multi-component food
http://purl.obolibrary.org/obo/FOODON_03304774	http://purl.obolibrary.org/obo/FOODON_00002501	banana and mackerel (frozen)	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003271	http://purl.obolibrary.org/obo/FOODON_00002501	fajita	multi-component food
http://purl.obolibrary.org/obo/FOODON_03307710	http://purl.obolibrary.org/obo/FOODON_00002501	grapefruit and orange segments in syrup (canned)	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003238	http://purl.obolibrary.org/obo/FOODON_00002501	risotto	multi-component food
http://purl.obolibrary.org/obo/FOODON_00003243	http://purl.obolibrary.org/obo/FOODON_00002501	sushi	multi-component food
http://purl.obolibrary.org/obo/FOODON_03530251	http://purl.obolibrary.org/obo/FOODON_03530151	genetically modified food	biotechnologically derived food
http://purl.obolibrary.org/obo/FOODON_03309997	http://purl.obolibrary.org/obo/FOODON_00002147	food product for animal	food product by consumer group
http://purl.obolibrary.org/obo/FOODON_03317423	http://purl.obolibrary.org/obo/FOODON_00002147	food for infants or young children	food product by consumer group
http://purl.obolibrary.org/obo/FOODON_00001801	http://purl.obolibrary.org/obo/FOODON_00001871	dairy product analog	food product analog
http://purl.obolibrary.org/obo/FOODON_03315061	http://purl.obolibrary.org/obo/FOODON_00001871	dessert analog (frozen)	food product analog
http://purl.obolibrary.org/obo/FOODON_00001829	http://purl.obolibrary.org/obo/FOODON_00001871	egg product analog	food product analog
http://purl.obolibrary.org/obo/FOODON_00001734	http://purl.obolibrary.org/obo/FOODON_00001871	chocolate product analog	food product analog
http://purl.obolibrary.org/obo/FOODON_03311465	http://purl.obolibrary.org/obo/FOODON_00001871	protein food analog	food product analog
http://purl.obolibrary.org/obo/FOODON_00002229	http://purl.obolibrary.org/obo/FOODON_00001871	seafood product analog	food product analog
http://purl.obolibrary.org/obo/FOODON_03316273	http://purl.obolibrary.org/obo/FOODON_00001871	marzipan analog	food product analog
http://purl.obolibrary.org/obo/FOODON_00001967	http://purl.obolibrary.org/obo/FOODON_00001871	imitation food product	food product analog
http://purl.obolibrary.org/obo/FOODON_00001854	http://purl.obolibrary.org/obo/FOODON_00001871	fish food product analog	food product analog
http://purl.obolibrary.org/obo/FOODON_00001645	http://purl.obolibrary.org/obo/FOODON_00001871	beverage analog	food product analog
http://purl.obolibrary.org/obo/FOODON_00002027	http://purl.obolibrary.org/obo/FOODON_00001871	meat product analog	food product analog
http://purl.obolibrary.org/obo/FOODON_00001618	http://purl.obolibrary.org/obo/FOODON_00001871	artificial sweetener food product	food product analog
http://purl.obolibrary.org/obo/FOODON_00002688	http://purl.obolibrary.org/obo/FOODON_00002645	food (boiled)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002708	http://purl.obolibrary.org/obo/FOODON_00002645	food (cleaned)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002733	http://purl.obolibrary.org/obo/FOODON_00002645	food (seasoned)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002720	http://purl.obolibrary.org/obo/FOODON_00002645	food (hulled)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002642	http://purl.obolibrary.org/obo/FOODON_00002645	food (chilled)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002713	http://purl.obolibrary.org/obo/FOODON_00002645	food (ground)	food product by process
http://purl.obolibrary.org/obo/FOODON_03306690	http://purl.obolibrary.org/obo/FOODON_00002645	food (organically grown)	food product by process
http://purl.obolibrary.org/obo/FOODON_00001626	http://purl.obolibrary.org/obo/FOODON_00002645	bakery food product	food product by process
http://purl.obolibrary.org/obo/FOODON_03302148	http://purl.obolibrary.org/obo/FOODON_00002645	food (frozen)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002660	http://purl.obolibrary.org/obo/FOODON_00002645	food (fried)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002649	http://purl.obolibrary.org/obo/FOODON_00002645	food (milled)	food product by process
http://purl.obolibrary.org/obo/FOODON_03305323	http://purl.obolibrary.org/obo/FOODON_00002645	food (precooked, frozen)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002661	http://purl.obolibrary.org/obo/FOODON_00002645	food (breaded)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002657	http://purl.obolibrary.org/obo/FOODON_00002645	food (steamed)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002767	http://purl.obolibrary.org/obo/FOODON_00002645	food (blanched)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002754	http://purl.obolibrary.org/obo/FOODON_00002645	food (comminuted)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002654	http://purl.obolibrary.org/obo/FOODON_00002645	food (pasteurized)	food product by process
http://purl.obolibrary.org/obo/FOODON_03307052	http://purl.obolibrary.org/obo/FOODON_00002645	food (deep-fried)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002658	http://purl.obolibrary.org/obo/FOODON_00002645	food (textured)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002653	http://purl.obolibrary.org/obo/FOODON_00002645	food (hydrolized)	food product by process
http://purl.obolibrary.org/obo/FOODON_00001079	http://purl.obolibrary.org/obo/FOODON_00002645	food (pickled)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002644	http://purl.obolibrary.org/obo/FOODON_00002645	food (filled)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002158	http://purl.obolibrary.org/obo/FOODON_00002645	food (preserved)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002650	http://purl.obolibrary.org/obo/FOODON_00002645	food (colored)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002646	http://purl.obolibrary.org/obo/FOODON_00002645	food (flavored)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002662	http://purl.obolibrary.org/obo/FOODON_00002645	food (batter-coated)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002755	http://purl.obolibrary.org/obo/FOODON_00002645	food (rehydrated)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002655	http://purl.obolibrary.org/obo/FOODON_00002645	food (peeled)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002656	http://purl.obolibrary.org/obo/FOODON_00002645	food (puffed)	food product by process
http://purl.obolibrary.org/obo/FOODON_03460173	http://purl.obolibrary.org/obo/FOODON_00002645	food (salted)	food product by process
http://purl.obolibrary.org/obo/FOODON_00001181	http://purl.obolibrary.org/obo/FOODON_00002645	food (cooked)	food product by process
http://purl.obolibrary.org/obo/FOODON_00002739	http://purl.obolibrary.org/obo/FOODON_00002454	food (packaged)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03430130	http://purl.obolibrary.org/obo/FOODON_00002454	food (liquid)	food product by quality
http://purl.obolibrary.org/obo/FOODON_00002642	http://purl.obolibrary.org/obo/FOODON_00002454	food (chilled)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03460172	http://purl.obolibrary.org/obo/FOODON_00002454	food (smoked or smoke-flavored)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03430151	http://purl.obolibrary.org/obo/FOODON_00002454	food (solid)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03311126	http://purl.obolibrary.org/obo/FOODON_00002454	food (raw)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03430144	http://purl.obolibrary.org/obo/FOODON_00002454	food (semisolid)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03302148	http://purl.obolibrary.org/obo/FOODON_00002454	food (frozen)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03316043	http://purl.obolibrary.org/obo/FOODON_00002454	food (heat treated)	food product by quality
http://purl.obolibrary.org/obo/FOODON_00002457	http://purl.obolibrary.org/obo/FOODON_00002454	food (fresh)	food product by quality
http://purl.obolibrary.org/obo/FOODON_00002976	http://purl.obolibrary.org/obo/FOODON_00002454	food (powdered)	food product by quality
http://purl.obolibrary.org/obo/FOODON_00002971	http://purl.obolibrary.org/obo/FOODON_00002454	food (precooked)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03307052	http://purl.obolibrary.org/obo/FOODON_00002454	food (deep-fried)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03460233	http://purl.obolibrary.org/obo/FOODON_00002454	food (fat or oil coated)	food product by quality
http://purl.obolibrary.org/obo/FOODON_03430103	http://purl.obolibrary.org/obo/FOODON_00002454	food (semiliquid)	food product by quality
http://purl.obolibrary.org/obo/FOODON_00002777	http://purl.obolibrary.org/obo/FOODON_00002454	food (chopped)	food product by quality
http://purl.obolibrary.org/obo/FOODON_00002455	http://purl.obolibrary.org/obo/FOODON_00002454	food (sliced)	food product by quality
http://purl.obolibrary.org/obo/FOODON_00002510	http://purl.obolibrary.org/obo/FOODON_00001180	burrito	prepared food product
http://purl.obolibrary.org/obo/FOODON_03310032	http://purl.obolibrary.org/obo/FOODON_00001180	sour curry (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002114	http://purl.obolibrary.org/obo/FOODON_00001180	pie food product	prepared food product
http://purl.obolibrary.org/obo/FOODON_03305987	http://purl.obolibrary.org/obo/FOODON_00001180	knish	prepared food product
http://purl.obolibrary.org/obo/FOODON_03308497	http://purl.obolibrary.org/obo/FOODON_00001180	cauliflower au gratin (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03302948	http://purl.obolibrary.org/obo/FOODON_00001180	beans in chili sauce with turtle meat (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03304928	http://purl.obolibrary.org/obo/FOODON_00001180	potato soup	prepared food product
http://purl.obolibrary.org/obo/FOODON_03316468	http://purl.obolibrary.org/obo/FOODON_00001180	meal (ready-to-consume)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00001228	http://purl.obolibrary.org/obo/FOODON_00001180	rennet food product	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002538	http://purl.obolibrary.org/obo/FOODON_00001180	quesadilla	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002533	http://purl.obolibrary.org/obo/FOODON_00001180	nachos	prepared food product
http://purl.obolibrary.org/obo/FOODON_03315665	http://purl.obolibrary.org/obo/FOODON_00001180	meat (prepared)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002534	http://purl.obolibrary.org/obo/FOODON_00001180	ossobuco	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002826	http://purl.obolibrary.org/obo/FOODON_00001180	haggis	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002952	http://purl.obolibrary.org/obo/FOODON_00001180	leftover	prepared food product
http://purl.obolibrary.org/obo/FOODON_03307744	http://purl.obolibrary.org/obo/FOODON_00001180	taco	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002308	http://purl.obolibrary.org/obo/FOODON_00001180	tableted food product	prepared food product
http://purl.obolibrary.org/obo/FOODON_03317134	http://purl.obolibrary.org/obo/FOODON_00001180	solid food (prepared, ready for consumption)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03301511	http://purl.obolibrary.org/obo/FOODON_00001180	chili con carne (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03304232	http://purl.obolibrary.org/obo/FOODON_00001180	chow mein mix	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002867	http://purl.obolibrary.org/obo/FOODON_00001180	mexican rice (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03311684	http://purl.obolibrary.org/obo/FOODON_00001180	giardiniere pickle	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002953	http://purl.obolibrary.org/obo/FOODON_00001180	chow mein	prepared food product
http://purl.obolibrary.org/obo/FOODON_03303019	http://purl.obolibrary.org/obo/FOODON_00001180	chicken and rice (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03310709	http://purl.obolibrary.org/obo/FOODON_00001180	falafel (whole, cooked)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03310088	http://purl.obolibrary.org/obo/FOODON_00001180	refried beans (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002222	http://purl.obolibrary.org/obo/FOODON_00001180	sandwich food product	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002850	http://purl.obolibrary.org/obo/FOODON_00001180	frybread	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002544	http://purl.obolibrary.org/obo/FOODON_00001180	samosa	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002984	http://purl.obolibrary.org/obo/FOODON_00001180	tataki	prepared food product
http://purl.obolibrary.org/obo/FOODON_03311472	http://purl.obolibrary.org/obo/FOODON_00001180	mitsumame (jelly cube)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002219	http://purl.obolibrary.org/obo/FOODON_00001180	salad food product	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002471	http://purl.obolibrary.org/obo/FOODON_00001180	prepared seafood product	prepared food product
http://purl.obolibrary.org/obo/FOODON_03301513	http://purl.obolibrary.org/obo/FOODON_00001180	chop suey	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002175	http://purl.obolibrary.org/obo/FOODON_00001180	prepared hen egg product	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002550	http://purl.obolibrary.org/obo/FOODON_00001180	tostada (tortilla)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00002276	http://purl.obolibrary.org/obo/FOODON_00001180	stew or hash	prepared food product
http://purl.obolibrary.org/obo/FOODON_03317590	http://purl.obolibrary.org/obo/FOODON_00001180	pork and beans	prepared food product
http://purl.obolibrary.org/obo/FOODON_03306648	http://purl.obolibrary.org/obo/FOODON_00001180	curry (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03301946	http://purl.obolibrary.org/obo/FOODON_00001180	baked beans (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03311012	http://purl.obolibrary.org/obo/FOODON_00001180	chicken a la king (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_03304451	http://purl.obolibrary.org/obo/FOODON_00001180	rice dinner	prepared food product
http://purl.obolibrary.org/obo/FOODON_00003145	http://purl.obolibrary.org/obo/FOODON_00001180	chimichanga	prepared food product
http://purl.obolibrary.org/obo/FOODON_03310980	http://purl.obolibrary.org/obo/FOODON_00001180	leafy vegetable (cooked)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00003250	http://purl.obolibrary.org/obo/FOODON_00001180	paella	prepared food product
http://purl.obolibrary.org/obo/FOODON_03309479	http://purl.obolibrary.org/obo/FOODON_00001180	guinea fowl in spiced wine sauce (dish)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00003234	http://purl.obolibrary.org/obo/FOODON_00001180	brochette	prepared food product
http://purl.obolibrary.org/obo/FOODON_03302737	http://purl.obolibrary.org/obo/FOODON_00001180	casserole (precooked, frozen)	prepared food product
http://purl.obolibrary.org/obo/FOODON_00001832	http://purl.obolibrary.org/obo/FOODON_00001714	emulsified food product	food component
http://purl.obolibrary.org/obo/FOODON_03317019	http://purl.obolibrary.org/obo/FOODON_00001714	casein, edible	food component
http://purl.obolibrary.org/obo/FOODON_00001716	http://purl.obolibrary.org/obo/FOODON_00001714	chemical sweetener product	food component
http://purl.obolibrary.org/obo/FOODON_00001864	http://purl.obolibrary.org/obo/FOODON_00001714	food base product	food component
http://purl.obolibrary.org/obo/FOODON_00001857	http://purl.obolibrary.org/obo/FOODON_00001714	food flavoring or seasoning product	food component
http://purl.obolibrary.org/obo/FOODON_00001133	http://purl.obolibrary.org/obo/FOODON_00001714	condiment food product	food component
http://purl.obolibrary.org/obo/FOODON_00001865	http://purl.obolibrary.org/obo/FOODON_00001714	food coating product	food component
http://purl.obolibrary.org/obo/FOODON_03317011	http://purl.obolibrary.org/obo/FOODON_00001714	sodium caseinate	food component
http://purl.obolibrary.org/obo/FOODON_03530102	http://purl.obolibrary.org/obo/FOODON_00001714	casing or rind	food component
http://purl.obolibrary.org/obo/FOODON_03530074	http://purl.obolibrary.org/obo/FOODON_00001714	formulated mix	food component
http://purl.obolibrary.org/obo/FOODON_03304744	http://purl.obolibrary.org/obo/FOODON_00001714	meat tenderizer salt-free frozen	food component
http://purl.obolibrary.org/obo/FOODON_00001870	http://purl.obolibrary.org/obo/FOODON_00001714	food mix product	food component
http://purl.obolibrary.org/obo/FOODON_00001866	http://purl.obolibrary.org/obo/FOODON_00001714	food concentrate product	food component
http://purl.obolibrary.org/obo/FOODON_00001867	http://purl.obolibrary.org/obo/FOODON_00001714	food dressing product	food component
http://purl.obolibrary.org/obo/FOODON_03315803	http://purl.obolibrary.org/obo/FOODON_00001714	meat curing compound	food component
http://purl.obolibrary.org/obo/FOODON_00001073	http://purl.obolibrary.org/obo/FOODON_00001714	vinegar food product	food component
http://purl.obolibrary.org/obo/FOODON_00001868	http://purl.obolibrary.org/obo/FOODON_00001714	food filling product	food component
http://purl.obolibrary.org/obo/FOODON_00001568	http://purl.obolibrary.org/obo/FOODON_00001714	food trimmings	food component
http://purl.obolibrary.org/obo/FOODON_00002250	http://purl.obolibrary.org/obo/FOODON_00001714	sodium chloride food product	food component
http://purl.obolibrary.org/obo/NCIT_C944	http://purl.obolibrary.org/obo/FOODON_00001714	Vitamin	food component
http://purl.obolibrary.org/obo/FOODON_03303179	http://purl.obolibrary.org/obo/FOODON_00001714	color additive (natural)	food component
http://purl.obolibrary.org/obo/FOODON_00002384	http://purl.obolibrary.org/obo/FOODON_00001714	baking supply product	food component
http://purl.obolibrary.org/obo/FOODON_03411041	http://purl.obolibrary.org/obo/FOODON_00001714	chemical food component	food component
http://purl.obolibrary.org/obo/FOODON_00001931	http://purl.obolibrary.org/obo/FOODON_00001714	gravy or sauce	food component
http://purl.obolibrary.org/obo/FOODON_03420228	http://purl.obolibrary.org/obo/FOODON_00001714	extract, concentrate or isolate of plant or animal	food component
http://purl.obolibrary.org/obo/FOODON_00001145	http://purl.obolibrary.org/obo/FOODON_00002381	microbial food product	food product by organism
http://purl.obolibrary.org/obo/FOODON_00001046	http://purl.obolibrary.org/obo/FOODON_00002381	seafood product	food product by organism
http://purl.obolibrary.org/obo/FOODON_00001015	http://purl.obolibrary.org/obo/FOODON_00002381	plant food product	food product by organism
http://purl.obolibrary.org/obo/FOODON_00003194	http://purl.obolibrary.org/obo/FOODON_00002381	vegetarian food product	food product by organism
http://purl.obolibrary.org/obo/FOODON_00001143	http://purl.obolibrary.org/obo/FOODON_00002381	fungal food product	food product by organism
http://purl.obolibrary.org/obo/FOODON_00001176	http://purl.obolibrary.org/obo/FOODON_00002381	invertebrate animal food product	food product by organism
http://purl.obolibrary.org/obo/FOODON_00001184	http://purl.obolibrary.org/obo/FOODON_00002381	algal food product	food product by organism
http://purl.obolibrary.org/obo/FOODON_00001092	http://purl.obolibrary.org/obo/FOODON_00002381	vertebrate animal food product	food product by organism
http://purl.obolibrary.org/obo/FOODON_03302964	http://purl.obolibrary.org/obo/FOODON_00001796	okra creole	cultural food product
http://purl.obolibrary.org/obo/FOODON_03317543	http://purl.obolibrary.org/obo/FOODON_00001796	tandoori	cultural food product
http://purl.obolibrary.org/obo/FOODON_03304004	http://purl.obolibrary.org/obo/FOODON_00001796	mongolian sauce	cultural food product
http://purl.obolibrary.org/obo/FOODON_03304022	http://purl.obolibrary.org/obo/FOODON_00001796	perigueux sauce	cultural food product
http://purl.obolibrary.org/obo/FOODON_03310211	http://purl.obolibrary.org/obo/FOODON_00001796	corsaro sauce	cultural food product
http://purl.obolibrary.org/obo/FOODON_03316276	http://purl.obolibrary.org/obo/FOODON_00001796	delicatessen salad	cultural food product
http://purl.obolibrary.org/obo/FOODON_03304437	http://purl.obolibrary.org/obo/FOODON_00001796	mexican dinner	cultural food product
http://purl.obolibrary.org/obo/FOODON_03304343	http://purl.obolibrary.org/obo/FOODON_00001796	memmi	cultural food product
http://purl.obolibrary.org/obo/FOODON_03306648	http://purl.obolibrary.org/obo/FOODON_00001796	curry (dish)	cultural food product
http://purl.obolibrary.org/obo/FOODON_00001007	http://purl.obolibrary.org/obo/FOODON_00001010	sausage food product	processed meat food product
http://purl.obolibrary.org/obo/FOODON_00001241	http://purl.obolibrary.org/obo/FOODON_00001010	processed pork meat food product	processed meat food product
http://purl.obolibrary.org/obo/FOODON_00001039	http://purl.obolibrary.org/obo/FOODON_00001010	cured meat food product	processed meat food product
http://purl.obolibrary.org/obo/FOODON_03305099	http://purl.obolibrary.org/obo/FOODON_00001010	forcemeat (food product)	processed meat food product
http://purl.obolibrary.org/obo/FOODON_03315925	http://purl.obolibrary.org/obo/FOODON_00001010	pate	processed meat food product
http://purl.obolibrary.org/obo/FOODON_00001595	http://purl.obolibrary.org/obo/FOODON_00002196	animal based refined or partially-refined food product	refined or partially-refined food product
http://purl.obolibrary.org/obo/FOODON_03316316	http://purl.obolibrary.org/obo/FOODON_00002196	jellying aid substance	refined or partially-refined food product
http://purl.obolibrary.org/obo/FOODON_03420190	http://purl.obolibrary.org/obo/FOODON_00002196	fat or oil	refined or partially-refined food product
http://purl.obolibrary.org/obo/FOODON_00002030	http://purl.obolibrary.org/obo/FOODON_00002196	microbial refined food product	refined or partially-refined food product
http://purl.obolibrary.org/obo/FOODON_00002131	http://purl.obolibrary.org/obo/FOODON_00002196	plant based refined or partially-refined food product	refined or partially-refined food product
