Child	Parent	Child_label	Parent_label
http://purl.obolibrary.org/obo/FOODON_00002143	http://purl.obolibrary.org/obo/FOODON_00001261	plant leaf vegetable food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_00002156	http://purl.obolibrary.org/obo/FOODON_00001261	plant stem or spear vegetable food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_00002448	http://purl.obolibrary.org/obo/FOODON_00001261	zucchini food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_03301293	http://purl.obolibrary.org/obo/FOODON_00001261	fodder (animal feed)	vegetable food product
http://purl.obolibrary.org/obo/FOODON_03315308	http://purl.obolibrary.org/obo/FOODON_00001261	vegetable (whole or parts)	vegetable food product
http://purl.obolibrary.org/obo/FOODON_00002153	http://purl.obolibrary.org/obo/FOODON_00001261	plant seed vegetable food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_00001584	http://purl.obolibrary.org/obo/FOODON_00001261	alfalfa vegetable food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_00002141	http://purl.obolibrary.org/obo/FOODON_00001261	plant fruit vegetable food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_00002140	http://purl.obolibrary.org/obo/FOODON_00001261	plant floret vegetable food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_00002050	http://purl.obolibrary.org/obo/FOODON_00001261	mushroom vegetable food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_00002150	http://purl.obolibrary.org/obo/FOODON_00001261	plant root vegetable food product	vegetable food product
http://purl.obolibrary.org/obo/FOODON_03309858	http://purl.obolibrary.org/obo/FOODON_00001175	rhubarb stalk (whole, raw)	plant stem food product
http://purl.obolibrary.org/obo/FOODON_00002156	http://purl.obolibrary.org/obo/FOODON_00001175	plant stem or spear vegetable food product	plant stem food product
http://purl.obolibrary.org/obo/FOODON_03310028	http://purl.obolibrary.org/obo/FOODON_00003113	lotus seed (whole, dried)	lotus plant food product
http://purl.obolibrary.org/obo/FOODON_00003107	http://purl.obolibrary.org/obo/FOODON_00003106	sea buckthorn berry	sea-buckthorn food product
http://purl.obolibrary.org/obo/FOODON_00001179	http://purl.obolibrary.org/obo/FOODON_00001166	amaranthaceous inflorescence food product	plant inflorescence food product
http://purl.obolibrary.org/obo/FOODON_00001171	http://purl.obolibrary.org/obo/FOODON_00001166	cruciferous inflorescence food product	plant inflorescence food product
http://purl.obolibrary.org/obo/FOODON_00001264	http://purl.obolibrary.org/obo/FOODON_00001262	legume food product	botanical fruit food product
http://purl.obolibrary.org/obo/FOODON_00001172	http://purl.obolibrary.org/obo/FOODON_00001262	nut food product	botanical fruit food product
http://purl.obolibrary.org/obo/FOODON_00001179	http://purl.obolibrary.org/obo/FOODON_00001167	amaranthaceous inflorescence food product	amaranthaceous food product
http://purl.obolibrary.org/obo/FOODON_03302556	http://purl.obolibrary.org/obo/FOODON_00002580	kava beverage	kava food product
http://purl.obolibrary.org/obo/FOODON_03302404	http://purl.obolibrary.org/obo/FOODON_00002580	kava beer (food product)	kava food product
http://purl.obolibrary.org/obo/FOODON_03302406	http://purl.obolibrary.org/obo/FOODON_00002580	kava root (raw)	kava food product
http://purl.obolibrary.org/obo/FOODON_03304660	http://purl.obolibrary.org/obo/FOODON_00002493	sassafras tea (dry)	sassafras food product
http://purl.obolibrary.org/obo/FOODON_03302420	http://purl.obolibrary.org/obo/FOODON_00001905	ginseng beverage	ginseng plant food product
http://purl.obolibrary.org/obo/FOODON_03305191	http://purl.obolibrary.org/obo/FOODON_00001905	ginseng liquor	ginseng plant food product
http://purl.obolibrary.org/obo/FOODON_03301402	http://purl.obolibrary.org/obo/FOODON_00001905	ginseng	ginseng plant food product
http://purl.obolibrary.org/obo/FOODON_03309485	http://purl.obolibrary.org/obo/FOODON_00001905	ginseng root (raw)	ginseng plant food product
http://purl.obolibrary.org/obo/FOODON_03310375	http://purl.obolibrary.org/obo/FOODON_00002045	moreton bay chestnut black bean (raw)	moreton bay chestnut (vegetable) food product
http://purl.obolibrary.org/obo/FOODON_03311686	http://purl.obolibrary.org/obo/FOODON_00002045	moreton bay chestnut black bean (in oil)	moreton bay chestnut (vegetable) food product
http://purl.obolibrary.org/obo/FOODON_03310736	http://purl.obolibrary.org/obo/FOODON_00002045	moreton bay chestnut black bean (dried)	moreton bay chestnut (vegetable) food product
http://purl.obolibrary.org/obo/FOODON_03305156	http://purl.obolibrary.org/obo/FOODON_00002045	moreton bay chestnut black bean paste (sweetened)	moreton bay chestnut (vegetable) food product
http://purl.obolibrary.org/obo/FOODON_03308880	http://purl.obolibrary.org/obo/FOODON_03308796	icelandic lichen (food product)	lichen (food product)
http://purl.obolibrary.org/obo/FOODON_03302820	http://purl.obolibrary.org/obo/FOODON_00002286	milk chocolate (sweet)	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03304096	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate chip	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03305697	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate crumb	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03316768	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate and vegetable fat coating sweet	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03316769	http://purl.obolibrary.org/obo/FOODON_00002286	cocoa and vegetable fat coating sweet	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03311102	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate syrup canned	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03310448	http://purl.obolibrary.org/obo/FOODON_00002286	sweet chocolate	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03316773	http://purl.obolibrary.org/obo/FOODON_00002286	buttermilk chocolate	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03306574	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate-flavored drink (instant)	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03301007	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate candy	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03316767	http://purl.obolibrary.org/obo/FOODON_00002286	milk chocolate and vegetable oil coating	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03311819	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate bits (sugar syrup coated)	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03304138	http://purl.obolibrary.org/obo/FOODON_00002286	cocoa mix (instant)	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03303597	http://purl.obolibrary.org/obo/FOODON_00002286	bittersweet chocolate (nutritively and nonnutritively sweetened)	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03305221	http://purl.obolibrary.org/obo/FOODON_00002286	fudge powder	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03316701	http://purl.obolibrary.org/obo/FOODON_00002286	cocoa-sugar mixture dry	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03303588	http://purl.obolibrary.org/obo/FOODON_00002286	dark chocolate	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03303607	http://purl.obolibrary.org/obo/FOODON_00002286	hot chocolate mix (instant)	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03306719	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate filling	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03302917	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate-flavored beverage mix dry instant	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03304898	http://purl.obolibrary.org/obo/FOODON_00002286	chocolate (sweetened with sorbitol)	sugar based cacao food product
http://purl.obolibrary.org/obo/FOODON_03306537	http://purl.obolibrary.org/obo/FOODON_00002434	morel (canned)	mushroom food product
http://purl.obolibrary.org/obo/FOODON_03308518	http://purl.obolibrary.org/obo/FOODON_00002434	inky cap mushroom (raw)	mushroom food product
http://purl.obolibrary.org/obo/FOODON_03306601	http://purl.obolibrary.org/obo/FOODON_00002434	abalone mushroom (raw)	mushroom food product
http://purl.obolibrary.org/obo/FOODON_03311144	http://purl.obolibrary.org/obo/FOODON_00002434	enoki mushroom (vacuum-packed)	mushroom food product
http://purl.obolibrary.org/obo/FOODON_00002048	http://purl.obolibrary.org/obo/FOODON_00002434	mushroom pickle food product	mushroom food product
http://purl.obolibrary.org/obo/FOODON_03306535	http://purl.obolibrary.org/obo/FOODON_00002434	straw mushroom (raw)	mushroom food product
http://purl.obolibrary.org/obo/FOODON_03301323	http://purl.obolibrary.org/obo/FOODON_00002434	reishi mushroom extract (food product)	mushroom food product
http://purl.obolibrary.org/obo/FOODON_03301324	http://purl.obolibrary.org/obo/FOODON_00002434	shiitake mushroom extract (food product)	mushroom food product
http://purl.obolibrary.org/obo/FOODON_03306041	http://purl.obolibrary.org/obo/FOODON_00001144	yeast food product (dry)	yeast food product
http://purl.obolibrary.org/obo/FOODON_03304099	http://purl.obolibrary.org/obo/FOODON_00001144	sourdough starter	yeast food product
http://purl.obolibrary.org/obo/FOODON_03311884	http://purl.obolibrary.org/obo/FOODON_00001144	compressed yeast food product	yeast food product
http://purl.obolibrary.org/obo/FOODON_03310334	http://purl.obolibrary.org/obo/FOODON_00001144	bakers yeast	yeast food product
http://purl.obolibrary.org/obo/FOODON_03315025	http://purl.obolibrary.org/obo/FOODON_00001144	obsolete: yeast (dry)	yeast food product
http://purl.obolibrary.org/obo/FOODON_03315426	http://purl.obolibrary.org/obo/FOODON_00001144	yeast extract	yeast food product
http://purl.obolibrary.org/obo/FOODON_03317107	http://purl.obolibrary.org/obo/FOODON_03315605	fungi (edible, canned)	fungi (edible)
http://purl.obolibrary.org/obo/FOODON_03317251	http://purl.obolibrary.org/obo/FOODON_03315605	fungi (edible, fresh)	fungi (edible)
http://purl.obolibrary.org/obo/FOODON_03317252	http://purl.obolibrary.org/obo/FOODON_03315605	fungi (edible, frozen)	fungi (edible)
http://purl.obolibrary.org/obo/FOODON_03317183	http://purl.obolibrary.org/obo/FOODON_03315605	fungi (edible, dried)	fungi (edible)
http://purl.obolibrary.org/obo/FOODON_00001218	http://purl.obolibrary.org/obo/FOODON_00001177	bee food product	insect food product
http://purl.obolibrary.org/obo/FOODON_03310379	http://purl.obolibrary.org/obo/FOODON_00001177	silk worm pupae for animal feed	insect food product
http://purl.obolibrary.org/obo/FOODON_03304625	http://purl.obolibrary.org/obo/FOODON_00001177	waterfly egg (canned)	insect food product
http://purl.obolibrary.org/obo/FOODON_03305441	http://purl.obolibrary.org/obo/FOODON_00001177	grasshopper (raw)	insect food product
http://purl.obolibrary.org/obo/FOODON_03305442	http://purl.obolibrary.org/obo/FOODON_00001177	grasshopper (chocolate-covered)	insect food product
http://purl.obolibrary.org/obo/FOODON_03301524	http://purl.obolibrary.org/obo/FOODON_03304820	agar food product	seaweed byproduct
http://purl.obolibrary.org/obo/FOODON_03305991	http://purl.obolibrary.org/obo/FOODON_00001985	kelp pickle	kelp food product
http://purl.obolibrary.org/obo/FOODON_03315451	http://purl.obolibrary.org/obo/FOODON_00001985	wakame	kelp food product
http://purl.obolibrary.org/obo/FOODON_03301195	http://purl.obolibrary.org/obo/FOODON_00001985	kelp (whole or parts)	kelp food product
http://purl.obolibrary.org/obo/FOODON_03307474	http://purl.obolibrary.org/obo/FOODON_00001985	kelp relish	kelp food product
http://purl.obolibrary.org/obo/FOODON_00001988	http://purl.obolibrary.org/obo/FOODON_00001985	konbu vegetable food product	kelp food product
http://purl.obolibrary.org/obo/FOODON_03311104	http://purl.obolibrary.org/obo/FOODON_00001985	hijiki	kelp food product
http://purl.obolibrary.org/obo/FOODON_03311049	http://purl.obolibrary.org/obo/FOODON_03301418	spirulina seaweed (raw)	blue-green algae food product
http://purl.obolibrary.org/obo/FOODON_03301142	http://purl.obolibrary.org/obo/FOODON_03302001	aspic	animal-derived food
http://purl.obolibrary.org/obo/FOODON_03303866	http://purl.obolibrary.org/obo/FOODON_03302001	bone meal wafer	animal-derived food
http://purl.obolibrary.org/obo/FOODON_00001564	http://purl.obolibrary.org/obo/FOODON_03302001	blood meal	animal-derived food
http://purl.obolibrary.org/obo/FOODON_00001237	http://purl.obolibrary.org/obo/FOODON_03302001	natural (animal-derived) rennet food product	animal-derived food
http://purl.obolibrary.org/obo/FOODON_03305717	http://purl.obolibrary.org/obo/FOODON_03302001	aspic jelly powder	animal-derived food
http://purl.obolibrary.org/obo/FOODON_03315925	http://purl.obolibrary.org/obo/FOODON_03302001	pate	animal-derived food
http://purl.obolibrary.org/obo/FOODON_03311159	http://purl.obolibrary.org/obo/FOODON_03302001	bone meal used in animal feed	animal-derived food
http://purl.obolibrary.org/obo/UBERON_0000178	http://purl.obolibrary.org/obo/FOODON_03302001	blood	animal-derived food
http://purl.obolibrary.org/obo/FOODON_03315940	http://purl.obolibrary.org/obo/FOODON_03302001	collagen casing edible	animal-derived food
http://purl.obolibrary.org/obo/FOODON_03315430	http://purl.obolibrary.org/obo/FOODON_03302001	dripping from food	animal-derived food
http://purl.obolibrary.org/obo/FOODON_03316309	http://purl.obolibrary.org/obo/FOODON_03302001	capsules based on gelatin	animal-derived food
http://purl.obolibrary.org/obo/FOODON_00002199	http://purl.obolibrary.org/obo/FOODON_00002200	reptile egg food product	amphibian or reptile food product
http://purl.obolibrary.org/obo/FOODON_00002201	http://purl.obolibrary.org/obo/FOODON_00002200	amphibian or reptile meat food product	amphibian or reptile food product
http://purl.obolibrary.org/obo/FOODON_03310080	http://purl.obolibrary.org/obo/FOODON_00002200	lizard (dried)	amphibian or reptile food product
http://purl.obolibrary.org/obo/FOODON_03411625	http://purl.obolibrary.org/obo/FOODON_00002200	reptile	amphibian or reptile food product
http://purl.obolibrary.org/obo/FOODON_03304256	http://purl.obolibrary.org/obo/FOODON_00002200	turtle soup (food product)	amphibian or reptile food product
http://purl.obolibrary.org/obo/FOODON_00002696	http://purl.obolibrary.org/obo/FOODON_00001006	alpaca meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03302739	http://purl.obolibrary.org/obo/FOODON_00001006	chinchilla meat (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_00002183	http://purl.obolibrary.org/obo/FOODON_00001006	rabbit meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_00003156	http://purl.obolibrary.org/obo/FOODON_00001006	meat spread	meat food product
http://purl.obolibrary.org/obo/FOODON_00001131	http://purl.obolibrary.org/obo/FOODON_00001006	poultry meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03306476	http://purl.obolibrary.org/obo/FOODON_00001006	elephant meat (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_03315680	http://purl.obolibrary.org/obo/FOODON_00001006	fish and meat blend (prepared)	meat food product
http://purl.obolibrary.org/obo/FOODON_03311742	http://purl.obolibrary.org/obo/FOODON_00001006	kosher meat (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_00001132	http://purl.obolibrary.org/obo/FOODON_00001006	swine food product	meat food product
http://purl.obolibrary.org/obo/FOODON_00002201	http://purl.obolibrary.org/obo/FOODON_00001006	amphibian or reptile meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_00002197	http://purl.obolibrary.org/obo/FOODON_00001006	reindeer meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03315372	http://purl.obolibrary.org/obo/FOODON_00001006	yookpo	meat food product
http://purl.obolibrary.org/obo/FOODON_03306442	http://purl.obolibrary.org/obo/FOODON_00001006	shepherd's pie filling	meat food product
http://purl.obolibrary.org/obo/FOODON_00001010	http://purl.obolibrary.org/obo/FOODON_00001006	processed meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03316882	http://purl.obolibrary.org/obo/FOODON_00001006	whole meat product	meat food product
http://purl.obolibrary.org/obo/FOODON_00002438	http://purl.obolibrary.org/obo/FOODON_00001006	elk food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03306477	http://purl.obolibrary.org/obo/FOODON_00001006	hippopotamus meat (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_03316155	http://purl.obolibrary.org/obo/FOODON_00001006	breakfast sausage (minimum cereal content of 6%)	meat food product
http://purl.obolibrary.org/obo/FOODON_00001952	http://purl.obolibrary.org/obo/FOODON_00001006	horse meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_00001565	http://purl.obolibrary.org/obo/FOODON_00001006	pre-evisceration carcass	meat food product
http://purl.obolibrary.org/obo/FOODON_00002935	http://purl.obolibrary.org/obo/FOODON_00001006	venison	meat food product
http://purl.obolibrary.org/obo/FOODON_00001982	http://purl.obolibrary.org/obo/FOODON_00001006	kangaroo meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03306487	http://purl.obolibrary.org/obo/FOODON_00001006	armadillo meat (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_03304222	http://purl.obolibrary.org/obo/FOODON_00001006	infant food (meat)	meat food product
http://purl.obolibrary.org/obo/FOODON_00001134	http://purl.obolibrary.org/obo/FOODON_00001006	bovine meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03307903	http://purl.obolibrary.org/obo/FOODON_00001006	tankage (food product)	meat food product
http://purl.obolibrary.org/obo/FOODON_03305811	http://purl.obolibrary.org/obo/FOODON_00001006	suet (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_00002837	http://purl.obolibrary.org/obo/FOODON_00001006	blood food product	meat food product
http://purl.obolibrary.org/obo/FOODON_00002236	http://purl.obolibrary.org/obo/FOODON_00001006	sheep meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03302297	http://purl.obolibrary.org/obo/FOODON_00001006	intestine casings (edible)	meat food product
http://purl.obolibrary.org/obo/FOODON_00002449	http://purl.obolibrary.org/obo/FOODON_00001006	zebra food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03317379	http://purl.obolibrary.org/obo/FOODON_00001006	whole muscle meat cut	meat food product
http://purl.obolibrary.org/obo/FOODON_00001566	http://purl.obolibrary.org/obo/FOODON_00001006	post-evisceration carcass	meat food product
http://purl.obolibrary.org/obo/FOODON_03309545	http://purl.obolibrary.org/obo/FOODON_00001006	rat meat (canned)	meat food product
http://purl.obolibrary.org/obo/FOODON_03317283	http://purl.obolibrary.org/obo/FOODON_00001006	pizza topping (meat-based)	meat food product
http://purl.obolibrary.org/obo/FOODON_03304338	http://purl.obolibrary.org/obo/FOODON_00001006	alaskan sea lion (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_03317170	http://purl.obolibrary.org/obo/FOODON_00001006	meat (whole or parts)	meat food product
http://purl.obolibrary.org/obo/FOODON_03306420	http://purl.obolibrary.org/obo/FOODON_00001006	cannelloni roll with meat in sauce	meat food product
http://purl.obolibrary.org/obo/FOODON_00002956	http://purl.obolibrary.org/obo/FOODON_00001006	game meat	meat food product
http://purl.obolibrary.org/obo/FOODON_00002346	http://purl.obolibrary.org/obo/FOODON_00001006	whale meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_00002446	http://purl.obolibrary.org/obo/FOODON_00001006	donkey food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03306321	http://purl.obolibrary.org/obo/FOODON_00001006	marrow (ginger added)	meat food product
http://purl.obolibrary.org/obo/FOODON_03315658	http://purl.obolibrary.org/obo/FOODON_00001006	head cheese	meat food product
http://purl.obolibrary.org/obo/FOODON_03306461	http://purl.obolibrary.org/obo/FOODON_00001006	seal meat (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_00001805	http://purl.obolibrary.org/obo/FOODON_00001006	deer meat food product	meat food product
http://purl.obolibrary.org/obo/FOODON_03306457	http://purl.obolibrary.org/obo/FOODON_00001006	mule meat (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_03306545	http://purl.obolibrary.org/obo/FOODON_00001006	meat (canned)	meat food product
http://purl.obolibrary.org/obo/FOODON_03306458	http://purl.obolibrary.org/obo/FOODON_00001006	nutria meat (raw)	meat food product
http://purl.obolibrary.org/obo/FOODON_03317607	http://purl.obolibrary.org/obo/FOODON_00001256	dairy product (fruit flavored)	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001013	http://purl.obolibrary.org/obo/FOODON_00001256	cheese food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001107	http://purl.obolibrary.org/obo/FOODON_00001256	bovine dairy food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001106	http://purl.obolibrary.org/obo/FOODON_00001256	camelid dairy food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001119	http://purl.obolibrary.org/obo/FOODON_00001256	cervid dairy food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001111	http://purl.obolibrary.org/obo/FOODON_00001256	equine dairy food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_03317608	http://purl.obolibrary.org/obo/FOODON_00001256	dairy product (nut flavored)	dairy food product
http://purl.obolibrary.org/obo/FOODON_03310381	http://purl.obolibrary.org/obo/FOODON_00001256	dairy concentrate	dairy food product
http://purl.obolibrary.org/obo/FOODON_03317208	http://purl.obolibrary.org/obo/FOODON_00001256	dairy food for infant	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001045	http://purl.obolibrary.org/obo/FOODON_00001256	ice cream food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001879	http://purl.obolibrary.org/obo/FOODON_00001256	frozen dairy food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001257	http://purl.obolibrary.org/obo/FOODON_00001256	milk or milk based food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_03310418	http://purl.obolibrary.org/obo/FOODON_00001256	dairy product (fermented)	dairy food product
http://purl.obolibrary.org/obo/FOODON_03315608	http://purl.obolibrary.org/obo/FOODON_00001256	cottage cheese type spread	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001053	http://purl.obolibrary.org/obo/FOODON_00001256	fermented dairy food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_03315518	http://purl.obolibrary.org/obo/FOODON_00001256	whey food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_03315744	http://purl.obolibrary.org/obo/FOODON_00001256	dairy product (unstandardized)	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001800	http://purl.obolibrary.org/obo/FOODON_00001256	dairy dessert food product	dairy food product
http://purl.obolibrary.org/obo/FOODON_00001023	http://purl.obolibrary.org/obo/FOODON_00001243	mammalian milk butter	animal lipid food product
http://purl.obolibrary.org/obo/FOODON_00001599	http://purl.obolibrary.org/obo/FOODON_00001243	animal fat or oil refined food product	animal lipid food product
http://purl.obolibrary.org/obo/FOODON_03309273	http://purl.obolibrary.org/obo/FOODON_00001248	slender sole (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03309260	http://purl.obolibrary.org/obo/FOODON_00001248	common sole (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_00001819	http://purl.obolibrary.org/obo/FOODON_00001248	dogfish food product	fish food product
http://purl.obolibrary.org/obo/FOODON_03309182	http://purl.obolibrary.org/obo/FOODON_00001248	hawkfish (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03309281	http://purl.obolibrary.org/obo/FOODON_00001248	devil ray (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03411843	http://purl.obolibrary.org/obo/FOODON_00001248	alaska pollock	fish food product
http://purl.obolibrary.org/obo/FOODON_00001807	http://purl.obolibrary.org/obo/FOODON_00001248	devilfish food product	fish food product
http://purl.obolibrary.org/obo/FOODON_03309178	http://purl.obolibrary.org/obo/FOODON_00001248	golden kingklip (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03308428	http://purl.obolibrary.org/obo/FOODON_00001248	atlantic menhaden (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03308000	http://purl.obolibrary.org/obo/FOODON_00001248	porbeagle (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_00001941	http://purl.obolibrary.org/obo/FOODON_00001248	haddock food product	fish food product
http://purl.obolibrary.org/obo/FOODON_00002179	http://purl.obolibrary.org/obo/FOODON_00001248	pufferfish food product	fish food product
http://purl.obolibrary.org/obo/FOODON_03308911	http://purl.obolibrary.org/obo/FOODON_00001248	argentine sea bass (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03308332	http://purl.obolibrary.org/obo/FOODON_00001248	california pilchard (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03308200	http://purl.obolibrary.org/obo/FOODON_00001248	capelin (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03310450	http://purl.obolibrary.org/obo/FOODON_00001248	elephant fish (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03308023	http://purl.obolibrary.org/obo/FOODON_00001248	atlantic cod (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_00002491	http://purl.obolibrary.org/obo/FOODON_00001248	neet fish food product	fish food product
http://purl.obolibrary.org/obo/FOODON_00001750	http://purl.obolibrary.org/obo/FOODON_00001248	cod food product	fish food product
http://purl.obolibrary.org/obo/FOODON_00001711	http://purl.obolibrary.org/obo/FOODON_00001248	channel catfish food product	fish food product
http://purl.obolibrary.org/obo/FOODON_00001942	http://purl.obolibrary.org/obo/FOODON_00001248	halibut food product	fish food product
http://purl.obolibrary.org/obo/FOODON_03308228	http://purl.obolibrary.org/obo/FOODON_00001248	barracuda (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03310037	http://purl.obolibrary.org/obo/FOODON_00001248	plaa tuu	fish food product
http://purl.obolibrary.org/obo/FOODON_00002698	http://purl.obolibrary.org/obo/FOODON_00001248	barramundi food product	fish food product
http://purl.obolibrary.org/obo/FOODON_00001938	http://purl.obolibrary.org/obo/FOODON_00001248	grouper food product	fish food product
http://purl.obolibrary.org/obo/FOODON_00001737	http://purl.obolibrary.org/obo/FOODON_00001248	cichlid food product	fish food product
http://purl.obolibrary.org/obo/FOODON_03309174	http://purl.obolibrary.org/obo/FOODON_00001248	brazilian catfish (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03412317	http://purl.obolibrary.org/obo/FOODON_00001248	african mudfish	fish food product
http://purl.obolibrary.org/obo/FOODON_00001950	http://purl.obolibrary.org/obo/FOODON_00001248	herring food product	fish food product
http://purl.obolibrary.org/obo/FOODON_03309306	http://purl.obolibrary.org/obo/FOODON_00001248	chilean grunt (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03301077	http://purl.obolibrary.org/obo/FOODON_00001248	fish (whole or parts)	fish food product
http://purl.obolibrary.org/obo/FOODON_03311047	http://purl.obolibrary.org/obo/FOODON_00001248	amberjack (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03308029	http://purl.obolibrary.org/obo/FOODON_00001248	bluefin searobin (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_00001820	http://purl.obolibrary.org/obo/FOODON_00001248	dolphinfish food product	fish food product
http://purl.obolibrary.org/obo/FOODON_03309288	http://purl.obolibrary.org/obo/FOODON_00001248	argentine fish fillet (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03310451	http://purl.obolibrary.org/obo/FOODON_00001248	striped snakehead (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_00002307	http://purl.obolibrary.org/obo/FOODON_00001248	swordfish food product	fish food product
http://purl.obolibrary.org/obo/FOODON_03309266	http://purl.obolibrary.org/obo/FOODON_00001248	petrale sole (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03309107	http://purl.obolibrary.org/obo/FOODON_00001248	sucker (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_03309184	http://purl.obolibrary.org/obo/FOODON_00001248	brazilian duckbill (raw)	fish food product
http://purl.obolibrary.org/obo/FOODON_00002216	http://purl.obolibrary.org/obo/FOODON_00001248	sablefish food product	fish food product
